dataset,gamma,log10_gamma,cost_mean,cost_std,ari_mean,ari_std
Heart Disease,46.41588833612782,1.666666666666667,28879.533287904174,3.637978807091713e-12,0.37068561885694784,0.0
Heart Disease,53.366992312063125,1.7272727272727275,32959.83132177819,0.0,0.37068561885694784,0.0
Heart Disease,61.35907273413176,1.787878787878788,37651.18252953243,0.0,0.37068561885694784,0.0
Heart Disease,70.54802310718645,1.8484848484848486,43045.096398515554,0.0,0.37068561885694784,0.0
Heart Disease,81.11308307896873,1.9090909090909092,49246.78660195177,0.0,0.37068561885694784,0.0
Heart Disease,93.26033468832199,1.9696969696969697,56377.22329664214,7.275957614183426e-12,0.37068561885694784,0.0
Heart Disease,107.22672220103232,2.0303030303030303,64575.49276660307,0.0,0.37068561885694784,0.0
Heart Disease,123.28467394420659,2.090909090909091,74001.51043984642,0.0,0.37068561885694784,0.0
Heart Disease,141.74741629268047,2.1515151515151514,84839.14019840058,0.0,0.37068561885694784,0.0
Heart Disease,162.97508346206433,2.212121212121212,97299.7808268289,0.0,0.37068561885694784,0.0
Heart Disease,187.3817422860383,2.2727272727272725,111626.48955650153,1.4551915228366852e-11,0.37068561885694784,0.0
Heart Disease,215.44346900318865,2.333333333333334,128098.72313946886,1.4551915228366852e-11,0.37068561885694784,0.0
Heart Disease,247.7076355991714,2.3939393939393945,147037.78893131082,0.0,0.37068561885694784,0.0
Heart Disease,284.8035868435805,2.454545454545455,168813.112311779,0.0,0.37068561885694784,0.0
Heart Disease,327.4549162877732,2.5151515151515156,193849.44269552,0.0,0.37068561885694784,0.0
Heart Disease,376.49358067924715,2.575757575757576,222635.13869331515,0.0,0.37068561885694784,0.0
Heart Disease,432.87612810830615,2.6363636363636367,255731.69403417286,2.9103830456733704e-11,0.37068561885694784,0.0
Heart Disease,497.7023564332114,2.6969696969696972,293784.69006089214,0.0,0.37068561885694784,0.0
Heart Disease,572.236765935022,2.757575757575758,337536.3884384554,0.0,0.37068561885694784,0.0
Heart Disease,657.9332246575682,2.8181818181818183,387840.2097085897,0.0,0.37068561885694784,0.0
Heart Disease,756.463327554629,2.878787878787879,445677.3801091645,5.820766091346741e-11,0.37068561885694784,0.0
Heart Disease,869.7490026177834,2.9393939393939394,512176.071371236,0.0,0.37068561885694784,0.0
Heart Disease,1000.0,3.0,588633.406834597,0.0,0.37068561885694784,0.0
